x  y
0.5  0.5
0.04577352918526064  0.4937962112583076
0.25  0.5
0.1588178957863249  0.3857377773422584
0.372015327767595  0.3594016946247419
0.1875  0.4375
0.4380267621239354  0.462172913048849
0.1128460052342577  0.282273771197418
0.234375  0.453125
0.08528547377521017  0.2670307096000981
0.1913486357498999  0.3281920608419955
0.3944871704938295  0.4844629569891346
0.1635520347467279  0.3117418285472965
0.265625  0.46875
0.2984539873478332  0.5046957436739166
0.4039229275459475  0.3865794926464779
0.3110333688528972  0.4656748481353791
0.2833827329840148  0.3941720340319704
0.2231186075177334  0.3223671090181467
0.3705446884494078  0.4081618230963178
0.3445195876835466  0.4924669894384027
0.204342531318518  0.6044808186571236
0.4782151583420624  0.5267916223092254
0.1215140238164869  0.4669965875567123
0.1143090197148596  0.4104280647751294
0.3574884494752517  0.5888040342120612
0.3388529589568704  0.4199576738359331
0.3049127657691706  0.4269439742265721
0.6262224444989398  0.7685614435059118
0.2529587696255995  0.3947210543171726
0.1509108729810805  0.4239468292118847
0.6064749297097816  0.5902513078402604
0.1058868529894196  0.2051377521616111
0.1276554062677535  0.323244264243102
0.4174732954099979  0.5065586889710441
0.3785674233029285  0.512088035447953
0.147569332758081  0.2553146979270237
0.5142138587194953  0.1215868904145991
0.4511868233481746  0.5482820727344673
0.6043006115737805  0.5404872333251054
0.2716248522058058  0.5291985984797843
0.6369509814506262  0.7332103860758867
0.2504536732866892  0.5538195744097265
0.3448391231966424  0.5312641455860262
0.1604501682711481  0.3486927918429475
0.3703135325663165  0.5601737706955361
0.267241738551755  0.3271814408654922
0.1012083779379565  0.6871480947617046
0.1298710805970163  0.3860186554578224
0.3649492449144699  0.6192755172204827
0.4583600103137456  0.498540189623515
0.6225973500584113  0.4941577596336046
0.3070655585916684  0.606188467056511
0.3062445590160098  0.3059963404594304
0.4020548002917802  0.5377107030477803
0.367031019767643  0.1342584672310092
0.444366271759595  0.6473920774859778
0.6514803667341845  0.3541199379353047
0.6416085845948162  0.5861532057199386
0.4436661810894205  0.3859649760795102
0.2186195232247643  0.3818908187848364
0.5687100588553498  0.5753369582724137
0.6394288419356965  0.1776709795931276
0.420765065603434  0.4225829121852442
0.3493545876546935  0.4521014696228731
0.03483421022124281  0.5692346878589776
0.5312903141590741  0.3660307715071161
0.5702003898866179  0.1379379130812207
0.4384948437575082  0.03839651375355701
0.2320583141310805  0.584933896457514
0.2629514127497843  0.6150592354409327
0.2275312544135863  0.4114351334078853
0.1858413878214717  0.4045913878214717
0.05575151883744874  0.4032764387225118
0.1968492824999597  0.3600197854733629
0.1976802304455625  0.4952097123517632
0.1581288500677079  0.4606265740877399
0.09190277955861041  0.4913888831090378
0.1266709081345316  0.5819892029866588
0.480402188608412  0.4644082338902432
0.4660401278425988  0.4264006131187325
0.1441552850097056  0.2867587852779309
0.390000875624512  0.4528962582573444
0.8028595119013974  0.3128974395400951
0.3570652330982128  0.3833530313800126
0.08694686602868572  0.4533461598903258
0.1451437479739457  0.4956821014835083
0.2657771939423958  0.4293831121152084
0.09010976891713082  0.3198977617361282
0.2447208045386614  0.3654284801569157
0.06354538341391865  0.3448009537808023
0.3291469034345507  0.38756476876249
0.1179099319301267  0.3596571698265393
0.02998026221490372  0.2819313309746531
0.07076112307348284  0.2949766763548567
0.05868749297002867  0.2501641379789287
0.3306490245713212  0.3431435986006861
0.3328870867900856  0.5693374551764089
0.3024471488184557  0.3644259224592927
0.3769269670935703  0.286150514227378
0.2528764163938007  0.2542385568050223
0.2046314268977786  0.4642307193066641
0.2196276874551338  0.5436132102147362
0.08793790254077877  0.3830445559616333
0.08332038388666882  0.4208527901520293
0.6359911341633818  0.2511873152130037
0.5560355503341715  0.4142351272016094
0.6334743909489663  0.6205770788358609
0.6960014901902123  0.2642577705908234
0.2734390874605947  0.3565846142445929
0.2965841651253123  0.3347066897851296
0.3628386561913806  0.3219961224364238
0.3406005710324671  0.2925645915941463
0.3054813653660186  0.2533900851665128
0.4254621656143274  0.3259175346144608
0.4233780071959408  0.3593324596488057
0.3935026206388922  0.3343018006572963
0.2714663067334117  0.288463466834647
0.2340980068279176  0.2865995715837527
0.2001255952215255  0.2452572391538206
0.1811024378298475  0.278094448482205
0.2224148286158917  0.5131719102439051
0.1717778248008116  0.5361320993498893
0.01907178890886016  0.46875
0.03749647217979682  0.4360607364432649
0.01757635927587712  0.40625
0.6286777686535581  0.2140067905138518
0.2786097852891838  0.7465595522593939
0.1715186598134959  0.5073092160564687
0.4069456214678188  0.5721237505875101
0.40625  0.02002082438058297
0.05586509716771194  0.462888422735273
0.5464868123209665  0.6823840168146347
0.6356937641305515  0.5529126350950002
0.1053430697833172  0.7410247414420483
0.1904379441508407  0.5735468690210492
0.5032692266876748  0.4340500641315784
0.3073947601595585  0.5414249085905584
0.2766038828450751  0.5730699721360215
0.1173088355337487  0.5085958338701534
0.7569376830048704  0.07211612000518805
0.815956593837761  0.04023518908579848
0.5917110585328662  0.9297978660320045
0.4595173584077443  0.6126924786736
0.09894683621519662  0.6576793244380573
0.499636496475258  0.3647553983299456
0.4627183128800004  0.3450137372241168
0.4955327139220059  0.2351028333573035
0.5107878034484151  0.2995112062200392
0.494337349357765  0.330274619748836
0.4621036433135518  0.2932578684623752
0.5602566593728707  0.2947915626382546
0.5546724113319643  0.6149792910077017
0.1592162205322169  0.6130912551006095
0.6809225253594655  0.3203873313101175
0.401485413305891  0.1576583849955615
0.1571038129655786  0.566811195977487
0.1270484686588391  0.5446472428224349
0.482174785102493  0.6494252777121243
0.5871410974053587  0.6904843301585282
0.526398986361684  0.5838475783478427
0.4833007611925934  0.3958300383964947
0.4200755547663411  0.2829899916534749
0.4000074950382721  0.3051339011848828
0.3917962209972534  0.1022093079277278
0.4508648949188444  0.2481120553130522
0.4897733814305487  0.2704776946857712
0.52112377827557  0.5394288680531947
0.5309474786967864  0.259024927636764
0.5659599616131917  0.2489030826591928
0.538175176451243  0.2040911311574645
0.6057865433843944  0.2862983836100476
0.7648070242291056  0.1152888024518278
0.6012966313817739  0.2402012566028608
0.7636853738908822  0.2916072832733668
0.6877719831421073  0.6114068446502299
