x  y
0.5  0.5
0.25  0.5
0.125  0.5
0.0625  0.625
0.4332754344321311  0.8158493328990656
0.1484375  0.74609375
0.1956261405109489  0.6215642107664233
0.5296249958666154  0.6832443946089894
0.375  0.6288530506213518
0.3731355090007484  0.7320127055084866
0.2867686191417268  0.5893884691045869
0.375  0.5008394537825889
0.2748198667864655  0.7007169355209603
0.3137705318264768  0.3112294681735232
0.3130659364168793  0.4161481998850733
0.2891861549330408  0.8557223963442807
0.07755962171052631  0.875
0.2329420358470017  0.7827667580159664
0.1869813467885517  0.904974293722687
0.4725732466606098  0.5984509881498176
0.9245693606411867  0.625
0.3889799384044826  0.9360629384185852
0.5360651899503661  0.7892296156762829
0.0625  0.375
0.193151835427814  0.3628811693628831
0.2210186215802668  0.2612944154132265
0.1107353201350722  0.2512244667275503
0.05675662973087035  0.125
0.3446557280483014  0.1427531442866759
0.2118907962719438  0.1280275684545416
0.5474017200242691  0.2669897894752734
0.4448753810041894  0.3645716516228892
0.4178379606569207  0.2432380714950936
0.472809823472619  0.126311146624367
0.6875  0.06948128491465515
0.585002409668111  0.1162089505780271
0.6424670454405056  0.5709843739739366
0.5080739923944743  0.8929107786175947
0.668678638979408  0.7279830769914143
0.7493871442376667  0.8520189612810326
0.62826903884431  0.8697412656012261
0.7362615020889374  0.6360124144762964
0.8023733480256101  0.4404975620493772
0.8278403903451231  0.5864740414317668
0.7411914806904532  0.5287444161619387
0.6328063372494207  0.4119143278845179
0.6150333170231402  0.6562519696530661
0.8548721651173025  0.7523175575753799
0.5340650221539011  0.4072010985904159
0.875  0.9254905305976651
0.8978056398379077  0.4814782782891611
0.5917906157432311  0.4942336938585414
0.7224815929536386  0.2614414240850265
0.6720896302700595  0.1714570534450441
0.7742746845295168  0.134746773951925
0.8396311791334355  0.8418452242774972
0.7595568013219002  0.7571257810055592
0.9293096663942736  0.8125
0.875  0.04704113462338826
0.8607590511561055  0.2440356986199702
0.8017752697064096  0.3334131848982276
0.9044879161418731  0.337045749867617
0.8989783321191781  0.1477865827846096
0.6364602187492155  0.312134168169293
