x  y  w
0.1949558737911215  0.3580696664875882  1.424701381764284e-05
0.1634912793493977  0.3482782397351508  1.424701381764283e-05
0.1902009333804885  0.3305567319355669  1.424701381764284e-05
0.1916300606282815  0.3358835477811642  1.937618460569407e-05
0.1945203716522337  0.3526074036383604  1.937618460569407e-05
0.1846545779177831  0.3337128562710849  1.937618460569408e-05
0.1684189995876363  0.344484951172559  1.937618460569407e-05
0.1694731369509909  0.3505843782488606  1.937618460569409e-05
0.1885990263050899  0.3565361392045827  1.937618460569407e-05
0.1881501770656318  0.3531870969991076  2.492174453602474e-05
0.1853573472970802  0.3370272850979383  2.492174453602474e-05
0.1726285516766101  0.3483569423197945  2.492174453602475e-05
0.1721813553131755  0.3457693842819346  2.492174453602473e-05
0.1906621875473174  0.3515204107405732  2.492174453602474e-05
0.1883165541422004  0.3379481568772639  2.492174453602474e-05
0.1791190813087643  0.3533892501525352  2.829126468674904e-05
0.1928552886962897  0.3442754553399413  2.829126468674905e-05
0.1766737165159538  0.3392399326658294  2.829126468674905e-05
0.1876117400804446  0.3449902349303958  5.156506217866e-05
0.1799383722154684  0.3426023694349871  5.156506217865997e-05
0.1810979742250988  0.3493120337929272  5.156506217865999e-05
0.2718612846321654  0.3556555594983162  1.168693275156364e-05
0.2470362540140834  0.3633004887809074  1.168693275156365e-05
0.2665040919047624  0.3302384869877772  1.168693275156364e-05
0.2679327564255063  0.3348744443813553  1.589443018495614e-05
0.2711891491161117  0.3503243214627852  1.589443018495614e-05
0.262429219038913  0.3365692722658356  1.589443018495613e-05
0.2505956098643126  0.3566661525638352  1.589443018495614e-05
0.2517832623959865  0.36230094153838  1.589443018495614e-05
0.2668732642611923  0.3576539383218103  1.589443018495614e-05
0.2663211891717095  0.3544871663200523  2.044349476825022e-05
0.2631746245393743  0.3395583658290661  2.044349476825023e-05
0.2540748903599283  0.3582584441818953  2.044349476825021e-05
0.2535710528984628  0.3558679994203901  2.044349476825023e-05
0.2681521156517087  0.3513777252560394  2.044349476825021e-05
0.2655093884808389  0.3388393695265585  2.044349476825021e-05
0.2593816085492835  0.3597563600936581  2.320753752911204e-05
0.2693935038116412  0.3427532752634117  2.320753752911201e-05
0.2566265181900864  0.346684899909931  2.320753752911203e-05
0.2654011564163939  0.3464224034034553  4.229920892376195e-05
0.2593469994958382  0.3482867959287015  4.229920892376195e-05
0.2606534746387826  0.354485335934846  4.229920892376197e-05
0.5066803470677563  0.1580834550964691  1.408842177355729e-05
0.5312698408547208  0.157720169869782  1.408842177355729e-05
0.5146645353625792  0.1250242940169682  1.40884217735573e-05
0.5127472460969625  0.1312301749680216  1.916049668943824e-05
0.5078940228274906  0.1513253285259973  1.916049668943824e-05
0.5181985665990768  0.1311496371488411  1.916049668943825e-05
0.528292173116775  0.1510239662158969  1.916049668943825e-05
0.526522133858489  0.158352953308381  1.916049668943822e-05
0.5115753040713188  0.1585737777993009  1.916049668943825e-05
0.5124522618612182  0.154499847576802  2.464432567065866e-05
0.5171418009136189  0.1350824414238862  2.464432567065867e-05
0.5245823692990825  0.1543206373470802  2.464432567065865e-05
0.5253332724991389  0.1512114634487298  2.464432567065865e-05
0.510890553072355  0.1514248402122531  2.464432567065867e-05
0.5148291889246994  0.1351166079576877  2.464432567065866e-05
0.5190161268761511  0.158214778978506  2.79763376744035e-05
0.510476371186775  0.1413999849378102  2.797633767440348e-05
0.5231222252221303  0.1412131550669032  2.797633767440349e-05
0.5141894734340847  0.1443142900689483  5.099106058653798e-05
0.5201861892598802  0.144225694578247  5.0991060586538e-05
0.5182390605910877  0.1522879343360278  5.0991060586538e-05
0.1561480890887962  0.4592569073386317  1.805254933718494e-05
0.1499086317137423  0.4275497265130295  1.805254933718494e-05
0.1244970260627368  0.4647633570046757  1.805254933718493e-05
0.1305392084121018  0.4642722807810566  2.455177857183889e-05
0.1497784434989298  0.460925161616952  2.455177857183892e-05
0.1291559639173034  0.4572430183490467  2.45517785718389e-05
0.1446025179446021  0.434622552651776  2.455177857183891e-05
0.1516193394490421  0.4334018108903381  2.45517785718389e-05
0.1554120205085714  0.4526751574235042  2.455177857183891e-05
0.1515373283049377  0.4534923857727647  3.157861911021455e-05
0.132946973139222  0.4567266169551301  3.157861911021454e-05
0.1484593760311296  0.4378510914338696  3.157861911021453e-05
0.1454826320424055  0.4383689663289123  3.157861911021453e-05
0.1491473976949238  0.4569922824673373  3.157861911021453e-05
0.1335337865179322  0.4597086387546599  3.157861911021453e-05
0.1532999548564788  0.443199987197903  3.584817549179551e-05
0.1402313061624183  0.4623381664300624  3.584817549179551e-05
0.1370224858463783  0.4460318372283715  3.584817549179551e-05
0.141959391942542  0.4561259740206599  6.533866261170539e-05
0.1404377561939769  0.4483934458647104  6.53386626117054e-05
0.1481565987287608  0.4470505709709695  6.53386626117054e-05
0.5945162372640969  0.7396355591469153  2.044887297213059e-05
0.6343821434449395  0.7350476998219987  2.044887297213058e-05
0.6251080423770993  0.7656063194117408  2.044887297213059e-05
0.6186901606800751  0.7608143121960801  2.781082006081361e-05
0.6000948000814471  0.7450278736266315  2.781082006081365e-05
0.6275281560280801  0.7597972155524725  2.781082006081362e-05
0.6331654583365768  0.7412220269171986  2.781082006081364e-05
0.6263834669766083  0.7354644892015506  2.781082006081364e-05
0.6021508040694836  0.738253239267376  2.781082006081363e-05
0.605748138111815  0.7414749260417437  3.577041440290932e-05
0.6237163346852707  0.7567289368422421  3.57704144029093e-05
0.6254141682168266  0.7392117144846783  3.577041440290935e-05
0.6282912902869249  0.7416542329061691  3.577041440290932e-05
0.6048759201840385  0.7443489270537342  3.577041440290932e-05
